Price,Build Year,Facades,Habitable Surface,Land Surface,Type,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Surface,Kitchen Type,Furnished,Fireplace Count,Terrace,Terrace Surface,Garden Surface,Swimming Pool,State of Building,Living Surface,EPC,Consumption Per m2,Sea view,Parking count inside,Parking count outside,Municipality,Province
349000,1963,3.0,179.0,0.0,HOUSE,3.0,1.0,2.0,6.0,,SEMI_EQUIPPED,0,,1,,,,GOOD,,C,280.0,,2.0,1.0,BEVEREN-WAAS,OOST-VLAANDEREN
325000,1969,4.0,114.0,4039.0,HOUSE,4.0,1.0,2.0,7.0,4.0,SEMI_EQUIPPED,0,-1.0,1,45.0,3700.0,,GOOD,30.0,D,340.0,,1.0,,FLÉMALLE,LUIK
199000,,3.0,96.0,70.0,HOUSE,2.0,,2.0,4.0,10.0,SEMI_EQUIPPED,0,-1.0,1,14.0,,,GOOD,24.0,C,183.0,,,,ENGIS,LUIK
369000,,4.0,215.0,850.0,HOUSE,4.0,1.0,1.0,6.0,,INSTALLED,0,,1,,,,,52.0,D,329.0,,2.0,,TOURNAI,HENEGOUWEN
369000,,4.0,215.0,850.0,HOUSE,4.0,1.0,1.0,6.0,,INSTALLED,0,,0,,,,,52.0,D,329.0,,2.0,,TOURNAI,HENEGOUWEN
390000,,3.0,115.0,,APARTMENT,3.0,1.0,1.0,5.0,,INSTALLED,0,,0,,160.0,False,AS_NEW,,,,,1.0,,WOMMELGEM,ANTWERPEN
305000,,,132.0,549.0,HOUSE,3.0,1.0,2.0,6.0,22.0,,0,,1,,,,GOOD,17.0,D,355.0,,1.0,1.0,DIKSMUIDE,WEST-VLAANDEREN
1100000,,2.0,350.0,280.0,HOUSE,4.0,2.0,3.0,9.0,60.0,USA_INSTALLED,0,2.0,1,12.0,140.0,False,GOOD,50.0,C,211.0,,1.0,,ANTWERPEN,ANTWERPEN
98000,,,60.0,337.0,HOUSE,2.0,1.0,1.0,4.0,8.0,,0,1.0,1,25.0,337.0,,GOOD,29.0,G,43792.0,,,1.0,HASTIÈRE,NAMEN
375000,1977,4.0,201.0,877.0,HOUSE,3.0,1.0,,4.0,,,0,,0,,,False,,,C,291.0,,1.0,,LAAKDAL,ANTWERPEN
299000,1933,2.0,220.0,350.0,HOUSE,4.0,1.0,,5.0,,,0,,0,,,False,,,D,365.0,,,,GEEL,ANTWERPEN
295000,,3.0,95.0,,APARTMENT,2.0,1.0,1.0,4.0,10.0,INSTALLED,0,,1,4.0,,False,GOOD,,E,250.0,,1.0,,VORST,BRUSSEL
375000,,4.0,170.0,648.0,HOUSE,3.0,2.0,2.0,7.0,,INSTALLED,0,,0,,,,,50.0,D,386.0,,1.0,,BEERSE,ANTWERPEN
189000,1982,2.0,86.0,,APARTMENT,1.0,1.0,,2.0,12.0,SEMI_EQUIPPED,0,,1,12.0,,,GOOD,40.0,D,192.0,,1.0,,SINT-JANS-MOLENBEEK,BRUSSEL
385000,,3.0,120.0,,APARTMENT,3.0,1.0,1.0,5.0,,INSTALLED,0,,0,,100.0,False,AS_NEW,,,,,1.0,,WOMMELGEM,ANTWERPEN
387420,,3.0,160.0,401.0,HOUSE,3.0,1.0,2.0,6.0,,,0,,0,,,,,,,,,,,DENDERMONDE,OOST-VLAANDEREN
397197,,3.0,140.0,325.0,HOUSE,3.0,,,3.0,,,0,,0,,,,,,,,,,,LOKEREN,OOST-VLAANDEREN
342250,,3.0,265.0,265.0,HOUSE,3.0,,,3.0,,,0,,0,,,,,,,,,,,HAMME,OOST-VLAANDEREN
392250,,3.0,480.0,480.0,HOUSE,3.0,,,3.0,,,0,,0,,,,,,,,,,,HAMME,OOST-VLAANDEREN
850000,2015,4.0,220.0,8000.0,HOUSE,4.0,2.0,2.0,8.0,,USA_HYPER_EQUIPPED,0,,0,,7500.0,,AS_NEW,72.0,A+,13.0,,2.0,4.0,ARLON,LUXEMBURG
745000,,2.0,282.0,360.0,HOUSE,5.0,2.0,3.0,10.0,,HYPER_EQUIPPED,0,1.0,1,25.0,150.0,,AS_NEW,95.0,B,115.0,,,,ARLON,LUXEMBURG
247000,2023,3.0,143.0,419.0,HOUSE,3.0,1.0,2.0,6.0,,INSTALLED,0,-1.0,0,,227.0,,,,,,,,1.0,LEOPOLDSBURG,LIMBURG
247000,2023,3.0,143.0,418.0,HOUSE,3.0,1.0,2.0,6.0,,INSTALLED,0,-1.0,0,,226.0,,,,,,,,1.0,LEOPOLDSBURG,LIMBURG
250000,2023,3.0,145.0,419.0,HOUSE,3.0,1.0,2.0,6.0,,INSTALLED,0,-1.0,0,,227.0,,,,,,,,1.0,LEOPOLDSBURG,LIMBURG
297000,2023,3.0,143.0,420.0,HOUSE,3.0,1.0,2.0,6.0,,INSTALLED,0,-1.0,0,,227.0,,,,,,,,1.0,LEOPOLDSBURG,LIMBURG
247500,2023,,73.0,,APARTMENT,1.0,1.0,1.0,3.0,12.0,INSTALLED,0,,1,14.0,,,GOOD,15.0,,,,,,DEINZE,OOST-VLAANDEREN
257000,2023,,72.0,,APARTMENT,1.0,1.0,1.0,3.0,9.0,INSTALLED,0,,1,19.0,,,GOOD,16.0,,,,,,DEINZE,OOST-VLAANDEREN
335000,2023,,93.0,,APARTMENT,2.0,1.0,1.0,4.0,10.0,INSTALLED,0,,1,14.0,,,GOOD,17.0,,,,,,DEINZE,OOST-VLAANDEREN
355000,2023,,113.0,,APARTMENT,2.0,1.0,1.0,4.0,11.0,INSTALLED,0,,0,,36.0,,GOOD,20.0,,,,,,DEINZE,OOST-VLAANDEREN
250000,2022,3.0,66.0,,APARTMENT,1.0,1.0,1.0,3.0,,USA_HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,30.0,,,,ANDERLECHT,BRUSSEL
289500,2022,3.0,87.0,,APARTMENT,2.0,1.0,1.0,4.0,,USA_HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,30.0,,,,ANDERLECHT,BRUSSEL
352500,2022,3.0,119.0,,APARTMENT,3.0,2.0,1.0,6.0,,USA_HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,30.0,,,,ANDERLECHT,BRUSSEL
255000,2024,,60.0,,APARTMENT,1.0,,,1.0,,HYPER_EQUIPPED,0,,1,10.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
260000,2024,,60.0,,APARTMENT,1.0,,,1.0,,HYPER_EQUIPPED,0,,1,10.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
275000,2024,,61.0,,APARTMENT,1.0,,,1.0,,HYPER_EQUIPPED,0,,1,10.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
310000,2024,,90.0,,APARTMENT,2.0,,,2.0,,HYPER_EQUIPPED,0,,1,11.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
315000,2024,,81.0,,APARTMENT,2.0,,,2.0,,HYPER_EQUIPPED,0,,1,10.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
340000,2024,,88.0,,APARTMENT,2.0,,,2.0,,HYPER_EQUIPPED,0,,1,13.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
365000,2024,,101.0,,APARTMENT,3.0,3.0,1.0,7.0,,HYPER_EQUIPPED,0,,1,13.0,,,GOOD,31.0,A,25.0,,,1.0,GENT,OOST-VLAANDEREN
390000,2024,,96.0,,APARTMENT,3.0,,,3.0,,HYPER_EQUIPPED,0,,1,26.0,,,GOOD,,A,25.0,,,1.0,GENT,OOST-VLAANDEREN
400000,2024,,111.0,,APARTMENT,3.0,,,3.0,,HYPER_EQUIPPED,0,,1,27.0,,,GOOD,31.0,A,25.0,,,1.0,GENT,OOST-VLAANDEREN
255000,2024,,60.0,,APARTMENT,1.0,,,1.0,,HYPER_EQUIPPED,0,,1,10.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
260000,2024,,60.0,,APARTMENT,1.0,,,1.0,,HYPER_EQUIPPED,0,,1,10.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
275000,2024,,61.0,,APARTMENT,1.0,,,1.0,,HYPER_EQUIPPED,0,,1,10.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
310000,2024,,90.0,,APARTMENT,2.0,,,2.0,,HYPER_EQUIPPED,0,,1,11.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
315000,2024,,81.0,,APARTMENT,2.0,,,2.0,,HYPER_EQUIPPED,0,,1,10.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
340000,2024,,88.0,,APARTMENT,2.0,,,2.0,,HYPER_EQUIPPED,0,,1,13.0,,,GOOD,,A,20.0,,,1.0,GENT,OOST-VLAANDEREN
365000,2024,,101.0,,APARTMENT,3.0,3.0,1.0,7.0,,HYPER_EQUIPPED,0,,1,13.0,,,GOOD,31.0,A,25.0,,,1.0,GENT,OOST-VLAANDEREN
390000,2024,,96.0,,APARTMENT,3.0,,,3.0,,HYPER_EQUIPPED,0,,1,26.0,,,GOOD,,A,25.0,,,1.0,GENT,OOST-VLAANDEREN
400000,2024,,111.0,,APARTMENT,3.0,,,3.0,,HYPER_EQUIPPED,0,,1,27.0,,,GOOD,31.0,A,25.0,,,1.0,GENT,OOST-VLAANDEREN
259000,2025,3.0,55.0,,APARTMENT,1.0,1.0,,2.0,,,0,,1,7.0,,,,,,,,,,BRUSSEL,BRUSSEL
269000,2025,3.0,55.0,,APARTMENT,1.0,1.0,,2.0,,USA_HYPER_EQUIPPED,0,,1,7.0,,False,,,,,,,,BRUSSEL,BRUSSEL
399000,2025,3.0,85.0,,APARTMENT,2.0,1.0,,3.0,,,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
459000,2025,3.0,116.0,,APARTMENT,3.0,2.0,,5.0,,,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
469000,2025,3.0,115.0,,APARTMENT,3.0,2.0,,5.0,,,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
489000,2025,3.0,108.0,,APARTMENT,3.0,2.0,,5.0,,,0,,1,14.0,,,,,,,,,,BRUSSEL,BRUSSEL
529000,2025,3.0,127.0,,APARTMENT,3.0,2.0,,5.0,,,0,,1,16.0,,,,,,,,,,BRUSSEL,BRUSSEL
269000,2023,3.0,82.0,,APARTMENT,1.0,1.0,1.0,3.0,,USA_HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,20.0,,,,JETTE,BRUSSEL
299000,2023,3.0,93.0,,APARTMENT,2.0,1.0,1.0,4.0,,USA_HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,20.0,,,,JETTE,BRUSSEL
535000,2023,3.0,161.0,,APARTMENT,3.0,1.0,1.0,5.0,,USA_HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,20.0,,,,JETTE,BRUSSEL
269000,1970,,70.0,,APARTMENT,2.0,1.0,1.0,4.0,,SEMI_EQUIPPED,1,,1,,,,TO_BE_DONE_UP,,B,197.0,,,,BLANKENBERGE,WEST-VLAANDEREN
290000,1962,,80.0,,APARTMENT,2.0,1.0,1.0,4.0,10.0,INSTALLED,0,,1,7.0,,False,GOOD,30.0,D,190.0,,1.0,,OUDERGEM,BRUSSEL
297000,2025,4.0,58.0,,APARTMENT,1.0,1.0,1.0,3.0,,USA_HYPER_EQUIPPED,0,,1,7.0,,False,AS_NEW,24.0,A+,15.0,,67.0,6.0,WATERLOO,WAALS-BRABANT
311000,2025,4.0,58.0,,APARTMENT,1.0,1.0,1.0,3.0,,USA_HYPER_EQUIPPED,0,,1,19.0,,False,AS_NEW,24.0,A+,15.0,,67.0,6.0,WATERLOO,WAALS-BRABANT
530000,2025,4.0,117.0,,APARTMENT,2.0,2.0,2.0,6.0,,USA_HYPER_EQUIPPED,0,,1,15.0,,False,AS_NEW,45.0,A+,15.0,,67.0,6.0,WATERLOO,WAALS-BRABANT
537000,2025,4.0,117.0,,APARTMENT,2.0,2.0,2.0,6.0,,USA_HYPER_EQUIPPED,0,,1,32.0,,False,AS_NEW,45.0,A+,15.0,,67.0,6.0,WATERLOO,WAALS-BRABANT
550000,2025,4.0,118.0,,APARTMENT,3.0,2.0,2.0,7.0,,USA_HYPER_EQUIPPED,0,,1,11.0,,False,AS_NEW,39.0,A+,15.0,,67.0,6.0,WATERLOO,WAALS-BRABANT
579000,2025,4.0,142.0,,APARTMENT,3.0,2.0,2.0,7.0,,USA_HYPER_EQUIPPED,0,,1,19.0,90.0,False,AS_NEW,50.0,A+,15.0,,67.0,6.0,WATERLOO,WAALS-BRABANT
582000,2025,4.0,128.0,,APARTMENT,2.0,2.0,2.0,6.0,,USA_HYPER_EQUIPPED,0,,1,28.0,147.0,False,AS_NEW,41.0,A+,15.0,,67.0,6.0,WATERLOO,WAALS-BRABANT
629000,2025,4.0,133.0,,APARTMENT,3.0,2.0,2.0,7.0,,USA_HYPER_EQUIPPED,0,,1,31.0,,False,AS_NEW,41.0,A+,15.0,,67.0,6.0,WATERLOO,WAALS-BRABANT
639000,2025,4.0,162.0,,APARTMENT,3.0,2.0,2.0,7.0,,USA_HYPER_EQUIPPED,0,,1,17.0,82.0,False,AS_NEW,42.0,A+,15.0,,67.0,6.0,WATERLOO,WAALS-BRABANT
840000,2025,4.0,172.0,,APARTMENT,4.0,3.0,2.0,9.0,,USA_HYPER_EQUIPPED,0,,1,21.0,,False,AS_NEW,40.0,A+,15.0,,67.0,6.0,WATERLOO,WAALS-BRABANT
298000,2023,,88.0,,APARTMENT,1.0,1.0,1.0,3.0,5.0,INSTALLED,0,,1,10.0,,,GOOD,23.0,,,,,,DEINZE,OOST-VLAANDEREN
298000,2023,,88.0,,APARTMENT,1.0,1.0,1.0,3.0,5.0,INSTALLED,0,,1,10.0,,,GOOD,23.0,,,,,,DEINZE,OOST-VLAANDEREN
359000,2023,,98.0,,APARTMENT,2.0,1.0,1.0,4.0,12.0,INSTALLED,0,,1,64.0,,,GOOD,18.0,,,,,,DEINZE,OOST-VLAANDEREN
363000,2023,,98.0,,APARTMENT,2.0,1.0,1.0,4.0,8.0,INSTALLED,0,,1,8.0,,,GOOD,18.0,,,,,,DEINZE,OOST-VLAANDEREN
379000,2023,,104.0,,APARTMENT,2.0,1.0,1.0,4.0,11.0,INSTALLED,0,,1,116.0,,,GOOD,26.0,,,,,,DEINZE,OOST-VLAANDEREN
330000,2020,4.0,82.0,,APARTMENT,2.0,,1.0,3.0,,INSTALLED,0,-1.0,1,7.0,,,AS_NEW,31.0,B,93.0,,1.0,,NIVELLES,WAALS-BRABANT
346000,2023,2.0,138.0,230.0,HOUSE,3.0,1.0,2.0,6.0,9.0,INSTALLED,0,,0,,,False,AS_NEW,36.0,,,,1.0,,DEINZE,OOST-VLAANDEREN
349000,2023,2.0,142.0,230.0,HOUSE,3.0,1.0,2.0,6.0,9.0,INSTALLED,0,,0,,,False,AS_NEW,37.0,,,,1.0,,DEINZE,OOST-VLAANDEREN
357000,2023,2.0,159.0,230.0,HOUSE,3.0,1.0,2.0,6.0,9.0,INSTALLED,0,,0,,,False,AS_NEW,43.0,,,,1.0,,DEINZE,OOST-VLAANDEREN
357000,2023,2.0,165.0,255.0,HOUSE,3.0,1.0,2.0,6.0,9.0,INSTALLED,0,,0,,,False,AS_NEW,35.0,,,,1.0,,DEINZE,OOST-VLAANDEREN
361000,2023,2.0,169.0,239.0,HOUSE,3.0,1.0,2.0,6.0,9.0,INSTALLED,0,,0,,,False,AS_NEW,37.0,,,,1.0,,DEINZE,OOST-VLAANDEREN
386000,2023,2.0,183.0,304.0,HOUSE,3.0,1.0,2.0,6.0,9.0,INSTALLED,0,,0,,,False,AS_NEW,41.0,,,,1.0,,DEINZE,OOST-VLAANDEREN
390000,2023,3.0,156.0,303.0,HOUSE,3.0,1.0,2.0,6.0,9.0,INSTALLED,0,,0,,,False,AS_NEW,41.0,,,,1.0,,DEINZE,OOST-VLAANDEREN
367726,2024,3.0,124.0,,APARTMENT,3.0,1.0,1.0,5.0,9.0,HYPER_EQUIPPED,0,,1,11.0,,False,,26.0,,,,,,GENT,OOST-VLAANDEREN
390260,2024,2.0,92.0,,APARTMENT,2.0,1.0,1.0,4.0,11.0,HYPER_EQUIPPED,0,,1,10.0,,False,,33.0,,,,,,GENT,OOST-VLAANDEREN
390260,2024,2.0,92.0,,APARTMENT,2.0,1.0,1.0,4.0,11.0,HYPER_EQUIPPED,0,,1,10.0,,False,,33.0,,,,,,GENT,OOST-VLAANDEREN
393300,2024,2.0,91.0,,APARTMENT,2.0,1.0,1.0,4.0,9.0,HYPER_EQUIPPED,0,,1,12.0,,False,,27.0,,,,,,GENT,OOST-VLAANDEREN
419368,2024,2.0,99.0,,APARTMENT,2.0,1.0,1.0,4.0,12.0,HYPER_EQUIPPED,0,,1,11.0,,False,,35.0,,,,,,GENT,OOST-VLAANDEREN
419368,2024,2.0,99.0,,APARTMENT,2.0,1.0,1.0,4.0,12.0,HYPER_EQUIPPED,0,,1,11.0,,False,,35.0,,,,,,GENT,OOST-VLAANDEREN
419406,2024,2.0,99.0,,APARTMENT,2.0,1.0,1.0,4.0,12.0,HYPER_EQUIPPED,0,,1,11.0,,False,,35.0,,,,,,GENT,OOST-VLAANDEREN
429172,2024,3.0,100.0,,APARTMENT,2.0,1.0,1.0,4.0,13.0,HYPER_EQUIPPED,0,,1,13.0,,False,,38.0,,,,,,GENT,OOST-VLAANDEREN
429210,2024,3.0,100.0,,APARTMENT,2.0,1.0,1.0,4.0,13.0,HYPER_EQUIPPED,0,,1,13.0,,False,,38.0,,,,,,GENT,OOST-VLAANDEREN
429210,2024,3.0,100.0,,APARTMENT,2.0,1.0,1.0,4.0,13.0,HYPER_EQUIPPED,0,,1,13.0,,False,,38.0,,,,,,GENT,OOST-VLAANDEREN
463258,2024,2.0,107.0,,APARTMENT,2.0,1.0,1.0,4.0,13.0,HYPER_EQUIPPED,0,,1,19.0,,False,,38.0,,,,,,GENT,OOST-VLAANDEREN
513988,2024,3.0,124.0,,APARTMENT,3.0,1.0,1.0,5.0,11.0,HYPER_EQUIPPED,0,,1,11.0,,False,,32.0,,,,,,GENT,OOST-VLAANDEREN
530328,2024,2.0,126.0,,APARTMENT,3.0,2.0,1.0,6.0,13.0,HYPER_EQUIPPED,0,,1,13.0,,False,,40.0,,,,,,GENT,OOST-VLAANDEREN
530328,2024,2.0,126.0,,APARTMENT,3.0,2.0,1.0,6.0,13.0,HYPER_EQUIPPED,0,,1,13.0,,False,,40.0,,,,,,GENT,OOST-VLAANDEREN
556453,2024,2.0,131.0,,APARTMENT,3.0,2.0,1.0,6.0,14.0,HYPER_EQUIPPED,0,,1,19.0,,False,,41.0,,,,,,GENT,OOST-VLAANDEREN
375000,1994,4.0,215.0,2634.0,HOUSE,3.0,1.0,1.0,5.0,16.0,INSTALLED,0,-1.0,1,30.0,2125.0,,GOOD,,F,507.0,,3.0,,AMAY,LUIK
405500,2023,,93.0,,APARTMENT,2.0,1.0,1.0,4.0,12.0,INSTALLED,0,,1,12.0,,,GOOD,12.0,,,,,,DEINZE,OOST-VLAANDEREN
419000,2024,2.0,140.0,,APARTMENT,3.0,2.0,2.0,7.0,61.0,HYPER_EQUIPPED,0,,1,14.0,,False,AS_NEW,61.0,,,,,,GENT,OOST-VLAANDEREN
419000,2024,2.0,140.0,,APARTMENT,3.0,2.0,2.0,7.0,61.0,HYPER_EQUIPPED,0,,1,15.0,,False,AS_NEW,61.0,,,,,,GENT,OOST-VLAANDEREN
425000,2024,,118.0,,APARTMENT,2.0,1.0,1.0,4.0,54.0,HYPER_EQUIPPED,0,,1,11.0,,False,AS_NEW,51.0,,,,,,GENT,OOST-VLAANDEREN
521000,2023,2.0,149.0,0.0,HOUSE,4.0,2.0,3.0,9.0,,USA_HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,1.0,,,,BRUSSEL,BRUSSEL
521000,2023,2.0,149.0,0.0,HOUSE,4.0,2.0,3.0,9.0,,USA_HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,1.0,,,,BRUSSEL,BRUSSEL
536000,2023,2.0,158.0,0.0,HOUSE,4.0,2.0,3.0,9.0,,USA_HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,1.0,,,,BRUSSEL,BRUSSEL
546000,2023,2.0,157.0,0.0,HOUSE,4.0,2.0,3.0,9.0,,USA_HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,1.0,,,,BRUSSEL,BRUSSEL
561000,2023,2.0,157.0,0.0,HOUSE,4.0,2.0,3.0,9.0,,USA_HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,1.0,,,,BRUSSEL,BRUSSEL
780000,2014,4.0,360.0,2686.0,HOUSE,6.0,4.0,3.0,13.0,33.0,HYPER_EQUIPPED,0,,1,,1700.0,True,AS_NEW,33.0,B,117.0,,,6.0,BRAIVES,LUIK
200000,1850,3.0,94.0,386.0,HOUSE,2.0,1.0,1.0,4.0,,SEMI_EQUIPPED,0,,1,15.0,,,TO_BE_DONE_UP,17.0,F,435.0,,,,MESSANCY,LUXEMBURG
420000,1997,4.0,200.0,950.0,HOUSE,3.0,1.0,2.0,6.0,28.0,SEMI_EQUIPPED,0,-1.0,1,,,,GOOD,,C,269.0,,2.0,5.0,WIELSBEKE,WEST-VLAANDEREN
497000,1890,2.0,134.0,43.0,HOUSE,3.0,,2.0,5.0,,USA_INSTALLED,0,,0,,,False,AS_NEW,,F,275.0,,,,BRUSSEL,BRUSSEL
590000,1971,3.0,260.0,370.0,HOUSE,4.0,2.0,2.0,8.0,21.0,USA_HYPER_EQUIPPED,0,,1,30.0,133.0,,GOOD,43.0,C,247.0,,2.0,2.0,VILVOORDE,VLAAMS-BRABANT
770000,1926,2.0,384.0,118.0,HOUSE,5.0,2.0,3.0,10.0,,USA_INSTALLED,0,,1,20.0,,,TO_BE_DONE_UP,,C,263.0,,1.0,1.0,ANTWERPEN,ANTWERPEN
475000,1973,4.0,235.0,2327.0,HOUSE,4.0,1.0,2.0,7.0,13.0,INSTALLED,0,,1,38.0,2093.0,False,GOOD,44.0,F,671.0,,2.0,6.0,GERAARDSBERGEN,OOST-VLAANDEREN
155000,1977,4.0,16.0,,APARTMENT,0.0,1.0,1.0,2.0,,INSTALLED,0,,1,4.0,,,AS_NEW,,D,331.0,,,,LEUVEN,VLAAMS-BRABANT
220000,1963,2.0,70.0,,APARTMENT,2.0,1.0,1.0,4.0,,SEMI_EQUIPPED,0,,0,,,False,GOOD,,E,256.0,,,,SINT-GILLIS,BRUSSEL
229000,2020,2.0,71.0,,APARTMENT,1.0,1.0,1.0,3.0,6.0,HYPER_EQUIPPED,0,,1,,,False,AS_NEW,31.0,B,86.0,,,1.0,SINT-JANS-MOLENBEEK,BRUSSEL
249900,2007,2.0,100.0,,APARTMENT,2.0,1.0,1.0,4.0,13.0,INSTALLED,0,,1,10.0,,,AS_NEW,32.0,A,96.0,,1.0,,ANTWERPEN,ANTWERPEN
250000,1952,2.0,74.0,,APARTMENT,2.0,1.0,1.0,4.0,13.0,USA_HYPER_EQUIPPED,0,,0,,,False,GOOD,16.0,G,618.0,,,,UKKEL,BRUSSEL
895000,1899,4.0,320.0,5920.0,HOUSE,4.0,1.0,3.0,8.0,11.0,HYPER_EQUIPPED,0,,1,,,False,GOOD,65.0,C,255.0,,1.0,10.0,BEVER,VLAAMS-BRABANT
450000,,3.0,340.0,0.0,HOUSE,0.0,,,,,,0,,0,,,,,,,,,,,NAMUR,NAMEN
550000,1972,4.0,320.0,1030.0,HOUSE,5.0,3.0,3.0,11.0,17.0,HYPER_EQUIPPED,0,,0,,800.0,False,GOOD,50.0,D,276.0,,,,BRAINE-L'ALLEUD,WAALS-BRABANT
420000,,4.0,153.0,459.0,HOUSE,3.0,1.0,1.0,5.0,,,0,,0,,,False,TO_RENOVATE,,F,549.0,,1.0,,HOVE,ANTWERPEN
399000,1991,4.0,,3098.0,HOUSE,3.0,1.0,,4.0,,,0,,1,,,,GOOD,,C,251.0,,1.0,,ZOTTEGEM,OOST-VLAANDEREN
399000,1991,4.0,,3098.0,HOUSE,3.0,1.0,,4.0,,,0,,1,,,,GOOD,,C,251.0,,1.0,,ZOTTEGEM,OOST-VLAANDEREN
485000,1987,4.0,212.0,603.0,HOUSE,2.0,1.0,1.0,4.0,,INSTALLED,0,,1,,,False,TO_BE_DONE_UP,50.0,E,447.0,,1.0,4.0,SINT-PIETERS-LEEUW,VLAAMS-BRABANT
349000,1960,2.0,134.0,114.0,HOUSE,2.0,1.0,1.0,4.0,10.0,SEMI_EQUIPPED,0,,1,,,,TO_BE_DONE_UP,22.0,E,445.0,,1.0,,DROGENBOS,VLAAMS-BRABANT
190000,1918,2.0,125.0,130.0,HOUSE,2.0,1.0,2.0,5.0,5.0,SEMI_EQUIPPED,0,,1,,,,TO_RENOVATE,31.0,E,477.0,,,,AALST,OOST-VLAANDEREN
225000,1969,2.0,81.0,,APARTMENT,2.0,1.0,1.0,4.0,8.0,USA_INSTALLED,0,,1,12.0,24.0,,GOOD,30.0,F,541.0,,1.0,2.0,ANTWERPEN,ANTWERPEN
1285000,1999,4.0,433.0,1512.0,HOUSE,3.0,2.0,2.0,7.0,25.0,USA_HYPER_EQUIPPED,0,,1,,,True,AS_NEW,20.0,C,289.0,,2.0,,KEERBERGEN,VLAAMS-BRABANT
375000,2021,3.0,100.0,,APARTMENT,2.0,1.0,1.0,4.0,10.0,USA_INSTALLED,0,,1,,,,AS_NEW,35.0,A,28.0,,1.0,1.0,KEERBERGEN,VLAAMS-BRABANT
1125000,2005,4.0,380.0,1500.0,HOUSE,4.0,2.0,4.0,10.0,25.0,HYPER_EQUIPPED,0,,1,,,False,AS_NEW,23.0,B,167.0,,2.0,,KEERBERGEN,VLAAMS-BRABANT
335000,,2.0,177.0,510.0,HOUSE,5.0,1.0,,6.0,21.0,INSTALLED,0,,1,,,,AS_NEW,18.0,C,208.0,,,,TOURNAI,HENEGOUWEN
149000,,2.0,46.0,,APARTMENT,1.0,1.0,,2.0,7.0,INSTALLED,0,,0,,,False,JUST_RENOVATED,16.0,B,167.0,,,,TOURNAI,HENEGOUWEN
330000,,4.0,330.0,690.0,HOUSE,4.0,2.0,,6.0,25.0,INSTALLED,0,,1,113.0,542.0,False,AS_NEW,23.0,C,240.0,,,,BRUNEHAUT,HENEGOUWEN
165000,,2.0,130.0,0.0,HOUSE,3.0,1.0,1.0,5.0,21.0,,0,,1,,,,GOOD,32.0,E,396.0,,,,CHARLEROI,HENEGOUWEN
139900,1899,3.0,,420.0,HOUSE,3.0,1.0,,4.0,13.0,SEMI_EQUIPPED,0,,0,,,,TO_BE_DONE_UP,16.0,G,579.0,,1.0,2.0,FLEURUS,HENEGOUWEN
349000,,4.0,,415.0,HOUSE,3.0,1.0,,4.0,,INSTALLED,0,,1,,250.0,False,GOOD,,G,947.0,,1.0,,MOESKROEN,HENEGOUWEN
269000,,3.0,143.0,164.0,HOUSE,3.0,1.0,,4.0,17.0,INSTALLED,0,,1,,55.0,False,GOOD,39.0,C,222.0,,1.0,,MENEN,WEST-VLAANDEREN
210000,,3.0,102.0,681.0,HOUSE,3.0,,1.0,4.0,18.0,NOT_INSTALLED,0,,0,,571.0,False,TO_BE_DONE_UP,,G,552.0,,1.0,3.0,HERSTAL,LUIK
250000,,4.0,130.0,584.0,HOUSE,4.0,1.0,1.0,6.0,11.0,INSTALLED,0,,0,,471.0,False,GOOD,27.0,E,416.0,,,1.0,DALHEM,LUIK
