Price,Build Year,Facades,Habitable Surface,Land Surface,Type,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Surface,Kitchen Type,Furnished,Fireplace Count,Terrace,Terrace Surface,Garden Surface,Swimming Pool,State of Building,Living Surface,EPC,Consumption Per m2,Sea view,Parking count inside,Parking count outside,Municipality,Province
325000,2024,2.0,95.0,,APARTMENT,2.0,1.0,1.0,4.0,7.0,HYPER_EQUIPPED,0,,1,16.0,,False,AS_NEW,27.0,A,1.0,,,,DEINZE,OOST-VLAANDEREN
375000,2024,2.0,96.0,,APARTMENT,2.0,1.0,1.0,4.0,6.0,HYPER_EQUIPPED,0,,1,15.0,,False,AS_NEW,24.0,A,1.0,,,,DEINZE,OOST-VLAANDEREN
375000,2022,2.0,82.0,,APARTMENT,2.0,1.0,1.0,4.0,8.0,HYPER_EQUIPPED,0,,1,28.0,,False,AS_NEW,20.0,A,1.0,,,101.0,DEINZE,OOST-VLAANDEREN
395000,2022,2.0,99.0,,APARTMENT,2.0,1.0,1.0,4.0,,HYPER_EQUIPPED,0,,1,12.0,,False,AS_NEW,34.0,A,1.0,,,101.0,DEINZE,OOST-VLAANDEREN
400000,2022,2.0,85.0,,APARTMENT,2.0,1.0,1.0,4.0,9.0,HYPER_EQUIPPED,0,,1,28.0,,False,AS_NEW,22.0,A,1.0,,,101.0,DEINZE,OOST-VLAANDEREN
420000,2024,2.0,82.0,,APARTMENT,2.0,1.0,1.0,4.0,6.0,HYPER_EQUIPPED,0,,1,29.0,,False,AS_NEW,24.0,A,1.0,,,,DEINZE,OOST-VLAANDEREN
275000,,,84.0,,APARTMENT,2.0,1.0,,3.0,,INSTALLED,0,,1,18.0,,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
335000,,,82.0,,APARTMENT,2.0,1.0,,3.0,,INSTALLED,0,,1,8.0,,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
422500,,,91.0,,APARTMENT,2.0,1.0,,3.0,,INSTALLED,0,,1,9.0,,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
795000,,,144.0,,APARTMENT,3.0,2.0,,5.0,,INSTALLED,0,,1,38.0,,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
298000,,2.0,82.0,,APARTMENT,1.0,1.0,1.0,3.0,,USA_HYPER_EQUIPPED,0,,1,10.0,,False,AS_NEW,40.0,B,93.0,,,12.0,WAVRE,WAALS-BRABANT
308000,,3.0,82.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
308000,,3.0,82.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
321000,,3.0,81.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
321000,,3.0,81.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
326000,,3.0,81.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
354000,,3.0,100.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,10.0,,,,,,,,,,BRUSSEL,BRUSSEL
325000,,4.0,92.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,0,,,,,,,,,,,BRUSSEL,BRUSSEL
330000,,4.0,92.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,0,,,,,,,,,,,BRUSSEL,BRUSSEL
335000,,4.0,92.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,0,,,,,,,,,,,BRUSSEL,BRUSSEL
337000,,4.0,92.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,0,,,,,,,,,,,BRUSSEL,BRUSSEL
339000,,4.0,92.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,1,7.0,,,,,,,,,,BRUSSEL,BRUSSEL
343000,,4.0,92.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,1,7.0,,,,,,,,,,BRUSSEL,BRUSSEL
347000,,4.0,92.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,1,7.0,,,,,,,,,,BRUSSEL,BRUSSEL
349000,,4.0,96.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,1,7.0,,,,,,,,,,BRUSSEL,BRUSSEL
351000,,4.0,92.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,1,7.0,,,,,,,,,,BRUSSEL,BRUSSEL
354000,,4.0,96.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,1,7.0,,,,,,,,,,BRUSSEL,BRUSSEL
364000,,4.0,99.0,,APARTMENT,2.0,2.0,,4.0,,HYPER_EQUIPPED,0,,1,12.0,,,,,,,,,,BRUSSEL,BRUSSEL
365000,,4.0,99.0,,APARTMENT,2.0,2.0,,4.0,,HYPER_EQUIPPED,0,,1,12.0,,,,,,,,,,BRUSSEL,BRUSSEL
370000,,4.0,96.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,1,7.0,,,,,,,,,,BRUSSEL,BRUSSEL
375000,,4.0,103.0,,APARTMENT,2.0,2.0,,4.0,,HYPER_EQUIPPED,0,,1,13.0,,,,,,,,,,BRUSSEL,BRUSSEL
380000,,4.0,111.0,,APARTMENT,3.0,2.0,,5.0,,HYPER_EQUIPPED,0,,0,,,,,,,,,,,BRUSSEL,BRUSSEL
380000,,4.0,96.0,,APARTMENT,2.0,1.0,,3.0,,HYPER_EQUIPPED,0,,1,7.0,,,,,,,,,,BRUSSEL,BRUSSEL
386000,,4.0,110.0,,APARTMENT,3.0,2.0,,5.0,,HYPER_EQUIPPED,0,,1,7.0,,,,,,,,,,BRUSSEL,BRUSSEL
386000,,4.0,110.0,,APARTMENT,3.0,2.0,,5.0,,HYPER_EQUIPPED,0,,1,7.0,,,,,,,,,,BRUSSEL,BRUSSEL
328500,2023,4.0,105.0,,APARTMENT,2.0,1.0,1.0,4.0,12.0,USA_HYPER_EQUIPPED,0,,1,9.0,,False,AS_NEW,28.0,,,,20.0,8.0,WETTEREN,OOST-VLAANDEREN
334500,2023,4.0,107.0,,APARTMENT,2.0,1.0,1.0,4.0,12.0,USA_HYPER_EQUIPPED,0,,1,9.0,,False,AS_NEW,28.0,,,,20.0,8.0,WETTEREN,OOST-VLAANDEREN
338000,2023,4.0,94.0,,APARTMENT,2.0,1.0,1.0,4.0,13.0,USA_HYPER_EQUIPPED,0,,1,20.0,,False,AS_NEW,25.0,,,,20.0,8.0,WETTEREN,OOST-VLAANDEREN
342000,2023,4.0,110.0,,APARTMENT,2.0,1.0,1.0,4.0,12.0,USA_HYPER_EQUIPPED,0,,1,8.0,,False,AS_NEW,28.0,,,,20.0,8.0,WETTEREN,OOST-VLAANDEREN
342000,2023,4.0,103.0,,APARTMENT,2.0,1.0,1.0,4.0,15.0,USA_HYPER_EQUIPPED,0,,1,22.0,,False,AS_NEW,25.0,,,,20.0,8.0,WETTEREN,OOST-VLAANDEREN
355000,,4.0,95.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
357000,,4.0,94.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
360000,,4.0,95.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
363000,,4.0,97.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
369000,,4.0,95.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
374000,,4.0,95.0,,APARTMENT,2.0,1.0,,3.0,,USA_INSTALLED,0,,1,6.0,,,,,,,,,,BRUSSEL,BRUSSEL
375000,,,66.0,,APARTMENT,1.0,,,1.0,,,0,,0,,,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
585000,,,107.0,,APARTMENT,2.0,,,2.0,,,0,,0,,,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
625000,,,123.0,,APARTMENT,3.0,,,3.0,,,0,,0,,,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
730000,,,130.0,,APARTMENT,3.0,,,3.0,,,0,,0,,,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
980000,,,120.0,,APARTMENT,3.0,,,3.0,,,0,,0,,,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
378500,2024,2.0,123.0,175.0,HOUSE,3.0,1.0,2.0,6.0,9.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,30.0,,,,,1.0,DEINZE,OOST-VLAANDEREN
378500,2024,2.0,123.0,175.0,HOUSE,3.0,1.0,2.0,6.0,9.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,30.0,,,,,1.0,DEINZE,OOST-VLAANDEREN
378500,2024,2.0,123.0,175.0,HOUSE,3.0,1.0,2.0,6.0,9.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,30.0,,,,,1.0,DEINZE,OOST-VLAANDEREN
381000,2024,2.0,123.0,191.0,HOUSE,3.0,1.0,2.0,6.0,8.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,33.0,,,,,1.0,DEINZE,OOST-VLAANDEREN
399500,2024,3.0,123.0,168.0,HOUSE,3.0,1.0,2.0,6.0,8.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,31.0,,,,,1.0,DEINZE,OOST-VLAANDEREN
410400,2024,3.0,123.0,234.0,HOUSE,3.0,1.0,2.0,6.0,8.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,31.0,,,,,1.0,DEINZE,OOST-VLAANDEREN
411900,2024,3.0,123.0,252.0,HOUSE,3.0,1.0,2.0,6.0,8.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,31.0,,,,,1.0,DEINZE,OOST-VLAANDEREN
415650,2024,3.0,123.0,268.0,HOUSE,3.0,1.0,2.0,6.0,8.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,31.0,,,,,1.0,DEINZE,OOST-VLAANDEREN
421900,2024,3.0,132.0,226.0,HOUSE,3.0,1.0,2.0,6.0,12.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,27.0,,,,,2.0,DEINZE,OOST-VLAANDEREN
423400,2024,3.0,132.0,227.0,HOUSE,3.0,1.0,2.0,6.0,12.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,27.0,,,,,2.0,DEINZE,OOST-VLAANDEREN
423400,2024,3.0,132.0,227.0,HOUSE,3.0,1.0,2.0,6.0,12.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,27.0,,,,,2.0,DEINZE,OOST-VLAANDEREN
423400,2024,3.0,132.0,227.0,HOUSE,3.0,1.0,2.0,6.0,12.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,27.0,,,,,2.0,DEINZE,OOST-VLAANDEREN
431450,2024,3.0,132.0,359.0,HOUSE,3.0,1.0,2.0,6.0,12.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,27.0,,,,,2.0,DEINZE,OOST-VLAANDEREN
439000,2024,3.0,132.0,270.0,HOUSE,3.0,1.0,2.0,6.0,19.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,25.0,,,,,2.0,DEINZE,OOST-VLAANDEREN
439000,2024,3.0,132.0,270.0,HOUSE,3.0,1.0,2.0,6.0,19.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,25.0,,,,,2.0,DEINZE,OOST-VLAANDEREN
485000,2024,4.0,132.0,419.0,HOUSE,3.0,1.0,2.0,6.0,8.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,33.0,,,,,1.0,DEINZE,OOST-VLAANDEREN
586500,2024,4.0,192.0,432.0,HOUSE,3.0,1.0,2.0,6.0,9.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,31.0,,,,1.0,1.0,DEINZE,OOST-VLAANDEREN
588500,2024,3.0,140.0,419.0,HOUSE,3.0,1.0,2.0,6.0,8.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,36.0,,,,,2.0,DEINZE,OOST-VLAANDEREN
597000,2024,4.0,192.0,552.0,HOUSE,3.0,1.0,2.0,6.0,9.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,31.0,,,,1.0,1.0,DEINZE,OOST-VLAANDEREN
599500,2024,4.0,181.0,587.0,HOUSE,3.0,1.0,2.0,6.0,8.0,USA_HYPER_EQUIPPED,0,,1,,,False,AS_NEW,30.0,,,,1.0,1.0,DEINZE,OOST-VLAANDEREN
420000,1966,4.0,200.0,1019.0,HOUSE,5.0,1.0,2.0,8.0,,INSTALLED,0,,1,29.0,,False,GOOD,35.0,G,700.0,,6.0,3.0,MESSANCY,LUXEMBURG
480000,2025,,92.0,,APARTMENT,2.0,2.0,,4.0,,,0,,1,14.0,,,,,A,30.0,,,,OUDERGEM,BRUSSEL
505000,2025,,92.0,,APARTMENT,2.0,2.0,,4.0,,,0,,1,21.0,,,,,A,30.0,,,,OUDERGEM,BRUSSEL
510000,2025,,92.0,,APARTMENT,2.0,2.0,,4.0,,,0,,1,7.0,,,,,A,30.0,,,,OUDERGEM,BRUSSEL
517500,2025,,102.0,,APARTMENT,2.0,2.0,,4.0,,,0,,1,7.0,,,,,A,30.0,,,,OUDERGEM,BRUSSEL
655000,2025,,127.0,,APARTMENT,3.0,2.0,,5.0,,,0,,1,15.0,,,,,A,30.0,,,,OUDERGEM,BRUSSEL
499000,2009,2.0,142.0,,APARTMENT,4.0,2.0,2.0,8.0,,HYPER_EQUIPPED,0,,1,10.0,,False,AS_NEW,,B,143.0,,,,NIEUWPOORT,WEST-VLAANDEREN
395000,2022,3.0,144.0,196.0,HOUSE,3.0,1.0,2.0,6.0,11.0,USA_HYPER_EQUIPPED,0,,1,20.0,102.0,False,,38.0,A,20.0,,6.0,,BRAKEL,OOST-VLAANDEREN
398000,2022,2.0,144.0,249.0,HOUSE,3.0,1.0,2.0,6.0,11.0,USA_HYPER_EQUIPPED,0,,1,22.0,156.0,False,,37.0,A,20.0,,6.0,,BRAKEL,OOST-VLAANDEREN
275000,1930,2.0,45.0,,APARTMENT,1.0,1.0,1.0,3.0,,USA_SEMI_EQUIPPED,0,,1,8.0,,False,AS_NEW,,D,209.0,,,,ELSENE,BRUSSEL
415000,1930,2.0,84.0,,APARTMENT,2.0,1.0,1.0,4.0,,USA_HYPER_EQUIPPED,0,,0,,,False,AS_NEW,,E,226.0,,,,ELSENE,BRUSSEL
325000,1930,2.0,59.0,,APARTMENT,1.0,1.0,1.0,3.0,,USA_SEMI_EQUIPPED,0,,0,,,False,AS_NEW,20.0,D,175.0,,,,ELSENE,BRUSSEL
495000,1954,4.0,185.0,802.0,HOUSE,4.0,1.0,2.0,7.0,12.0,,0,,0,,,,TO_RENOVATE,34.0,E,386.0,,1.0,1.0,LA HULPE,WAALS-BRABANT
269900,1992,3.0,119.0,657.0,HOUSE,3.0,1.0,2.0,6.0,,HYPER_EQUIPPED,0,,1,,,False,,,E,446.0,,1.0,3.0,HASSELT,LIMBURG
275000,,2.0,93.0,,APARTMENT,2.0,1.0,1.0,4.0,105.0,,0,,1,8.0,,False,GOOD,30.0,D,166.0,,1.0,,SINT-JANS-MOLENBEEK,BRUSSEL
1590000,2021,4.0,480.0,2812.0,HOUSE,5.0,4.0,3.0,12.0,,INSTALLED,0,,1,179.0,2812.0,True,AS_NEW,,A,63.0,,2.0,8.0,NEUPRÉ,LUIK
515000,2012,4.0,150.0,518.0,HOUSE,3.0,1.0,2.0,6.0,,HYPER_EQUIPPED,0,,1,,,,AS_NEW,,A,10.0,,,2.0,TREMELO,VLAAMS-BRABANT
269000,1958,2.0,178.0,172.0,HOUSE,4.0,1.0,,5.0,16.0,HYPER_EQUIPPED,0,,0,,,,,32.0,B,107.0,,,2.0,TURNHOUT,ANTWERPEN
99000,1967,4.0,33.0,2684.0,HOUSE,1.0,1.0,1.0,3.0,,,0,,1,6.0,2684.0,,GOOD,,,,,,,LILLE,ANTWERPEN
519000,1986,4.0,176.0,604.0,HOUSE,3.0,1.0,2.0,6.0,12.0,HYPER_EQUIPPED,0,,1,,,False,GOOD,32.0,B,176.0,,1.0,2.0,TERNAT,VLAAMS-BRABANT
492000,1949,2.0,158.0,435.0,HOUSE,3.0,1.0,1.0,5.0,14.0,INSTALLED,0,,1,,,,GOOD,32.0,G,512.0,,1.0,,SINT-AGATHA-BERCHEM,BRUSSEL
229000,1968,,95.0,,APARTMENT,2.0,1.0,1.0,4.0,8.0,INSTALLED,0,,1,,,,GOOD,39.0,D,176.0,,1.0,,SINT-JANS-MOLENBEEK,BRUSSEL
584000,1950,3.0,284.0,1535.0,HOUSE,4.0,1.0,2.0,7.0,,,0,,0,,,,TO_RENOVATE,,,,,2.0,4.0,BORNEM,ANTWERPEN
299000,1970,3.0,,1604.0,HOUSE,3.0,,1.0,4.0,18.0,INSTALLED,0,,0,,,,TO_BE_DONE_UP,41.0,F,519.0,,1.0,4.0,HEIST-OP-DEN-BERG,ANTWERPEN
