ID,Locality,Postal Code,Build Year,Facades,Habitable Surface,Type,Subtype,Price,Sale Type,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen,Kitchen Surface,Kitchen Type,Furnished,Openfire,Fireplace Count,Terrace,Terrace Surface,Garden Exists,Garden Surface,Swimming Pool,State of Building,Living Surface,EPC,Consumption Per m2,Cadastral Income,Heating Type,Municipality,Province,Region,Price per sqm
9887778,Brussels City,1000,,,25.0,APARTMENT,APARTMENT,223500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,8940.0
9887781,Brussels City,1000,,,31.0,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,7435.4838709677415
9887786,Brussels City,1000,,,24.0,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,9604.166666666666
9887779,Brussels City,1000,,,29.0,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,7948.275862068966
9887780,Brussels City,1000,,,31.0,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,7435.4838709677415
9887784,Brussels City,1000,,,23.0,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,10021.739130434782
9887782,Brussels City,1000,,,25.0,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,9220.0
9887783,Brussels City,1000,,,25.0,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,9220.0
9887785,Brussels City,1000,,,22.0,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,10477.272727272728
9887788,Brussels City,1000,,,31.0,APARTMENT,APARTMENT,237500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,7661.290322580645
9887789,Brussels City,1000,,,25.0,APARTMENT,APARTMENT,237500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,9500.0
9887787,Brussels City,1000,,,31.0,APARTMENT,APARTMENT,237500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,7661.290322580645
9887793,Brussels City,1000,,,25.0,APARTMENT,APARTMENT,244500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,9780.0
9887791,Brussels City,1000,,,31.0,APARTMENT,APARTMENT,244500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,7887.096774193548
9887792,Brussels City,1000,,,31.0,APARTMENT,APARTMENT,244500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,7887.096774193548
9887794,Brussels City,1000,,,31.0,APARTMENT,APARTMENT,255000,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,8225.806451612903
9887795,Brussels City,1000,,,26.0,APARTMENT,APARTMENT,265500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,10211.538461538461
9887796,Brussels City,1000,,,29.0,APARTMENT,APARTMENT,265500,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,GAS,BRUSSEL,BRUSSEL,Brussels,9155.172413793103
10623889,Woluwe-St-Pierre,1831,,,50.0,APARTMENT,FLAT_STUDIO,210000,NORMAL_SALE,0.0,,,,0,,,0,0,0.0,0,0.0,0,0.0,0,,,2.0,20.0,0,SOLAR,MACHELEN,VLAAMS-BRABANT,Flanders,4200.0
10623856,Diegem,1831,,,67.0,APARTMENT,APARTMENT,270000,NORMAL_SALE,1.0,,,1.0,0,,,0,0,0.0,0,0.0,0,0.0,0,,,2.0,20.0,0,SOLAR,MACHELEN,VLAAMS-BRABANT,Flanders,4029.8507462686566
10623863,Diegem,1831,,,90.0,APARTMENT,APARTMENT,329000,NORMAL_SALE,2.0,,,2.0,0,,,0,0,0.0,0,0.0,0,0.0,0,,,2.0,20.0,0,SOLAR,MACHELEN,VLAAMS-BRABANT,Flanders,3655.5555555555557
10623871,Diegem,1831,,,110.0,APARTMENT,APARTMENT,359000,NORMAL_SALE,3.0,,,3.0,0,,,0,0,0.0,0,0.0,0,0.0,0,,,2.0,20.0,0,SOLAR,MACHELEN,VLAAMS-BRABANT,Flanders,3263.6363636363635
11137641,Mortsel,2640,1963.0,,83.0,APARTMENT,APARTMENT,249000,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,1,1.0,1,2.0,0,0.0,0,3.0,41.0,3.0,188.0,699,GAS,MORTSEL,ANTWERPEN,Flanders,2929.4117647058824
11139941,Deinze,9800,1968.0,,170.0,APARTMENT,APARTMENT,249000,NORMAL_SALE,4.0,1.0,1.0,6.0,1,9.0,2.0,0,0,0.0,1,74.0,0,0.0,0,2.0,55.0,3.0,118.0,808,GAS,DEINZE,OOST-VLAANDEREN,Flanders,1020.4918032786885
11137668,Schaerbeek,1030,2015.0,2.0,65.0,APARTMENT,DUPLEX,250000,NORMAL_SALE,1.0,1.0,2.0,4.0,1,,3.0,0,0,0.0,0,0.0,0,0.0,0,5.0,31.0,4.0,149.0,789,GAS,SCHAARBEEK,BRUSSEL,Brussels,3846.153846153846
11138237,Braine-l'Alleud,1420,2005.0,2.0,88.0,APARTMENT,APARTMENT,255000,NORMAL_SALE,2.0,2.0,2.0,6.0,1,,2.0,0,0,0.0,1,6.0,0,0.0,0,3.0,36.0,4.0,233.0,1255,ELECTRIC,BRAINE-L'ALLEUD,WAALS-BRABANT,Wallonia,2712.7659574468084
11138324,Evere,1140,2025.0,3.0,55.0,APARTMENT,FLAT_STUDIO,259000,NORMAL_SALE,1.0,1.0,,2.0,0,,,0,0,0.0,1,7.0,0,0.0,0,,,3.0,46.0,0,,EVERE,BRUSSEL,Brussels,4177.419354838709
11138330,Evere,1140,2025.0,3.0,55.0,APARTMENT,FLAT_STUDIO,269000,NORMAL_SALE,1.0,1.0,,2.0,1,,3.0,0,0,0.0,1,7.0,0,0.0,0,,,3.0,47.45,0,,EVERE,BRUSSEL,Brussels,4338.709677419355
11138325,Evere,1140,2025.0,3.0,85.0,APARTMENT,APARTMENT,399000,NORMAL_SALE,2.0,1.0,,3.0,0,,,0,0,0.0,1,6.0,0,0.0,0,,,2.0,31.14,0,,EVERE,BRUSSEL,Brussels,4384.615384615385
11138327,Evere,1140,2025.0,3.0,116.0,APARTMENT,APARTMENT,459000,NORMAL_SALE,3.0,2.0,,5.0,0,,,0,0,0.0,1,6.0,0,0.0,0,,,2.0,29.67,0,,EVERE,BRUSSEL,Brussels,3762.2950819672133
11138326,Evere,1140,2025.0,3.0,115.0,APARTMENT,APARTMENT,469000,NORMAL_SALE,3.0,2.0,,5.0,0,,,0,0,0.0,1,6.0,0,0.0,0,,,2.0,34.52,0,,EVERE,BRUSSEL,Brussels,3876.03305785124
11138328,Evere,1140,2025.0,3.0,108.0,APARTMENT,PENTHOUSE,489000,NORMAL_SALE,3.0,2.0,,5.0,0,,,0,0,0.0,1,14.0,0,0.0,0,,,2.0,43.16,0,,EVERE,BRUSSEL,Brussels,4008.1967213114754
11138329,Evere,1140,2025.0,3.0,127.0,APARTMENT,PENTHOUSE,529000,NORMAL_SALE,3.0,2.0,,5.0,0,,,0,0,0.0,1,16.0,0,0.0,0,,,3.0,50.92,0,,EVERE,BRUSSEL,Brussels,3699.3006993006993
10982625,Woluwe-St-Lambert,1200,,,43.0,APARTMENT,FLAT_STUDIO,265000,NORMAL_SALE,0.0,,,,0,,,0,0,0.0,0,0.0,0,0.0,0,,,,,0,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL,Brussels,6162.790697674419
10982635,Woluwe-St-Pierre,1200,,,71.0,APARTMENT,APARTMENT,365000,NORMAL_SALE,1.0,,,1.0,0,,,0,0,0.0,0,0.0,0,0.0,0,,,,,0,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL,Brussels,5140.845070422535
10982637,Woluwe-St-Pierre,1200,,,110.0,APARTMENT,APARTMENT,490000,NORMAL_SALE,2.0,,,2.0,0,,,0,0,0.0,0,0.0,0,0.0,0,,,,,0,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL,Brussels,4454.545454545455
10982642,Woluwe-St-Pierre,1200,,,126.0,APARTMENT,APARTMENT,635000,NORMAL_SALE,3.0,,,3.0,0,,,0,0,0.0,0,0.0,0,0.0,0,,,,,0,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL,Brussels,5039.68253968254
10982663,Woluwe-St-Pierre,1200,,,152.0,APARTMENT,APARTMENT,845000,NORMAL_SALE,4.0,,,4.0,0,,,0,0,0.0,0,0.0,0,0.0,0,,,,,0,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL,Brussels,5559.210526315789
11139540,Herenthout,2270,2022.0,3.0,82.0,APARTMENT,APARTMENT,265000,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,1,1.0,1,13.0,0,0.0,0,,42.0,,,0,,HERENTHOUT,ANTWERPEN,Flanders,2789.4736842105262
11139552,Herenthout,2270,2022.0,3.0,82.0,APARTMENT,APARTMENT,269000,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,2.0,0,1,1.0,1,8.0,0,0.0,0,,35.0,,,0,,HERENTHOUT,ANTWERPEN,Flanders,2988.8888888888887
11139555,Herenthout,2270,2022.0,3.0,94.0,APARTMENT,APARTMENT,299000,NORMAL_SALE,2.0,1.0,1.0,4.0,1,,2.0,0,1,1.0,1,13.0,0,0.0,0,,29.0,,,0,,HERENTHOUT,ANTWERPEN,Flanders,2794.392523364486
11139539,Herenthout,2270,2022.0,3.0,95.0,APARTMENT,GROUND_FLOOR,308000,NORMAL_SALE,2.0,1.0,1.0,4.0,1,,2.0,0,1,1.0,1,19.0,1,53.0,0,,31.0,,,0,,HERENTHOUT,ANTWERPEN,Flanders,1844.311377245509
11137859,Deinze,9800,2022.0,2.0,61.0,APARTMENT,APARTMENT,270000,NORMAL_SALE,1.0,1.0,1.0,3.0,1,8.0,3.0,0,0,0.0,1,10.0,0,0.0,0,5.0,,2.0,1.0,1,,DEINZE,OOST-VLAANDEREN,Flanders,3802.8169014084506
11137863,Deinze,9800,2024.0,2.0,95.0,APARTMENT,APARTMENT,325000,NORMAL_SALE,2.0,1.0,1.0,4.0,1,7.0,3.0,0,0,0.0,1,16.0,0,0.0,0,5.0,27.0,2.0,1.0,0,,DEINZE,OOST-VLAANDEREN,Flanders,2927.927927927928
11137861,Deinze,9800,2024.0,2.0,96.0,APARTMENT,APARTMENT,375000,NORMAL_SALE,2.0,1.0,1.0,4.0,1,6.0,3.0,0,0,0.0,1,15.0,0,0.0,0,5.0,24.0,2.0,1.0,0,,DEINZE,OOST-VLAANDEREN,Flanders,3378.3783783783783
11137857,Deinze,9800,2022.0,2.0,82.0,APARTMENT,PENTHOUSE,375000,NORMAL_SALE,2.0,1.0,1.0,4.0,1,8.0,3.0,0,0,0.0,1,28.0,0,0.0,0,5.0,20.0,2.0,1.0,1,,DEINZE,OOST-VLAANDEREN,Flanders,3409.090909090909
11137860,Deinze,9800,2022.0,2.0,99.0,APARTMENT,APARTMENT,395000,NORMAL_SALE,2.0,1.0,1.0,4.0,1,,3.0,0,0,0.0,1,12.0,0,0.0,0,5.0,34.0,2.0,1.0,1,,DEINZE,OOST-VLAANDEREN,Flanders,3558.5585585585586
11137858,Deinze,9800,2022.0,2.0,85.0,APARTMENT,PENTHOUSE,400000,NORMAL_SALE,2.0,1.0,1.0,4.0,1,9.0,3.0,0,0,0.0,1,28.0,0,0.0,0,5.0,22.0,2.0,1.0,1,,DEINZE,OOST-VLAANDEREN,Flanders,3539.8230088495575
11137862,Deinze,9800,2024.0,2.0,82.0,APARTMENT,APARTMENT,420000,NORMAL_SALE,2.0,1.0,1.0,4.0,1,6.0,3.0,0,0,0.0,1,29.0,0,0.0,0,5.0,24.0,2.0,1.0,0,,DEINZE,OOST-VLAANDEREN,Flanders,3783.7837837837837
11139803,BLANKENBERGE,8370,,,84.0,APARTMENT,APARTMENT,275000,NORMAL_SALE,2.0,1.0,,3.0,1,,2.0,0,0,0.0,1,18.0,0,0.0,0,,,,,0,,BLANKENBERGE,WEST-VLAANDEREN,Flanders,2696.078431372549
11139800,BLANKENBERGE,8370,,,82.0,APARTMENT,APARTMENT,335000,NORMAL_SALE,2.0,1.0,,3.0,1,,2.0,0,0,0.0,1,8.0,0,0.0,0,,,,,0,,BLANKENBERGE,WEST-VLAANDEREN,Flanders,3722.222222222222
11139811,BLANKENBERGE,8370,,,91.0,APARTMENT,APARTMENT,422500,NORMAL_SALE,2.0,1.0,,3.0,1,,2.0,0,0,0.0,1,9.0,0,0.0,0,,,,,0,,BLANKENBERGE,WEST-VLAANDEREN,Flanders,4225.0
11139817,BLANKENBERGE,8370,,,144.0,APARTMENT,APARTMENT,795000,NORMAL_SALE,3.0,2.0,,5.0,1,,2.0,0,0,0.0,1,38.0,0,0.0,0,,,,,0,,BLANKENBERGE,WEST-VLAANDEREN,Flanders,4368.131868131868
11137664,Wavre,1300,,2.0,82.0,APARTMENT,APARTMENT,298000,NORMAL_SALE,1.0,1.0,1.0,3.0,1,,3.0,0,0,0.0,1,10.0,0,0.0,0,5.0,40.0,3.0,93.0,0,GAS,WAVRE,WAALS-BRABANT,Wallonia,3239.1304347826085
11139613,Bruxelles,1000,,3.0,82.0,APARTMENT,GROUND_FLOOR,308000,NORMAL_SALE,2.0,1.0,,3.0,1,,2.0,0,0,0.0,1,6.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3500.0
11139614,Bruxelles,1000,,3.0,82.0,APARTMENT,GROUND_FLOOR,308000,NORMAL_SALE,2.0,1.0,,3.0,1,,2.0,0,0,0.0,1,6.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3500.0
11139612,Bruxelles,1000,,3.0,81.0,APARTMENT,APARTMENT,321000,NORMAL_SALE,2.0,1.0,,3.0,1,,2.0,0,0,0.0,1,6.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3689.655172413793
11139616,Bruxelles,1000,,3.0,81.0,APARTMENT,APARTMENT,321000,NORMAL_SALE,2.0,1.0,,3.0,1,,2.0,0,0,0.0,1,6.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3689.655172413793
11139618,Bruxelles,1000,,3.0,81.0,APARTMENT,PENTHOUSE,326000,NORMAL_SALE,2.0,1.0,,3.0,1,,2.0,0,0,0.0,1,6.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3747.1264367816093
11139615,Bruxelles,1000,,3.0,100.0,APARTMENT,GROUND_FLOOR,354000,NORMAL_SALE,2.0,1.0,,3.0,1,,2.0,0,0,0.0,1,10.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3218.181818181818
11139653,Bruxelles,1000,,4.0,92.0,APARTMENT,APARTMENT,325000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3532.608695652174
11139654,Bruxelles,1000,,4.0,92.0,APARTMENT,APARTMENT,330000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3586.9565217391305
11139665,Bruxelles,1000,,4.0,92.0,APARTMENT,APARTMENT,335000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3641.304347826087
11139664,Bruxelles,1000,,4.0,92.0,APARTMENT,APARTMENT,337000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3663.0434782608695
11139659,Bruxelles,1000,,4.0,92.0,APARTMENT,APARTMENT,339000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,1,7.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3424.242424242424
11139657,Bruxelles,1000,,4.0,92.0,APARTMENT,APARTMENT,343000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,1,7.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3464.6464646464647
11139670,Bruxelles,1000,,4.0,92.0,APARTMENT,APARTMENT,347000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,1,7.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3505.050505050505
11139662,Bruxelles,1000,,4.0,96.0,APARTMENT,APARTMENT,349000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,1,7.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3388.349514563107
11139658,Bruxelles,1000,,4.0,92.0,APARTMENT,APARTMENT,351000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,1,7.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3545.4545454545455
11139655,Bruxelles,1000,,4.0,96.0,APARTMENT,APARTMENT,354000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,1,7.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3436.893203883495
11139656,Bruxelles,1000,,4.0,99.0,APARTMENT,GROUND_FLOOR,364000,NORMAL_SALE,2.0,2.0,,4.0,1,,3.0,0,0,0.0,1,12.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3279.2792792792793
11139667,Bruxelles,1000,,4.0,99.0,APARTMENT,GROUND_FLOOR,365000,NORMAL_SALE,2.0,2.0,,4.0,1,,3.0,0,0,0.0,1,12.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3288.288288288288
11139663,Bruxelles,1000,,4.0,96.0,APARTMENT,APARTMENT,370000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,1,7.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3592.233009708738
11139660,Bruxelles,1000,,4.0,103.0,APARTMENT,GROUND_FLOOR,375000,NORMAL_SALE,2.0,2.0,,4.0,1,,3.0,0,0,0.0,1,13.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3232.7586206896553
11139666,Bruxelles,1000,,4.0,111.0,APARTMENT,GROUND_FLOOR,380000,NORMAL_SALE,3.0,2.0,,5.0,1,,3.0,0,0,0.0,0,0.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3423.4234234234236
11139669,Bruxelles,1000,,4.0,96.0,APARTMENT,PENTHOUSE,380000,NORMAL_SALE,2.0,1.0,,3.0,1,,3.0,0,0,0.0,1,7.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3689.3203883495144
11139668,Bruxelles,1000,,4.0,110.0,APARTMENT,GROUND_FLOOR,386000,NORMAL_SALE,3.0,2.0,,5.0,1,,3.0,0,0,0.0,1,7.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3299.1452991452993
11139661,Bruxelles,1000,,4.0,110.0,APARTMENT,GROUND_FLOOR,386000,NORMAL_SALE,3.0,2.0,,5.0,1,,3.0,0,0,0.0,1,7.0,0,0.0,0,,,,,0,,BRUSSEL,BRUSSEL,Brussels,3299.1452991452993
11137913,Wetteren,9230,2023.0,4.0,105.0,APARTMENT,GROUND_FLOOR,328500,NORMAL_SALE,2.0,1.0,1.0,4.0,1,12.0,3.0,0,0,0.0,1,9.0,0,0.0,0,5.0,28.0,,,0,GAS,WETTEREN,OOST-VLAANDEREN,Flanders,2881.5789473684213
11137908,Wetteren,9230,2023.0,4.0,107.0,APARTMENT,GROUND_FLOOR,334500,NORMAL_SALE,2.0,1.0,1.0,4.0,1,12.0,3.0,0,0,0.0,1,9.0,0,0.0,0,5.0,28.0,,,0,GAS,WETTEREN,OOST-VLAANDEREN,Flanders,2883.6206896551726
11137911,Wetteren,9230,2023.0,4.0,94.0,APARTMENT,APARTMENT,338000,NORMAL_SALE,2.0,1.0,1.0,4.0,1,13.0,3.0,0,0,0.0,1,20.0,0,0.0,0,5.0,25.0,,,0,GAS,WETTEREN,OOST-VLAANDEREN,Flanders,2964.9122807017543
