Price,Facades,Habitable Surface,Type,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Type,Furnished,Terrace,Terrace Surface,State of Building,Living Surface,EPC,Consumption Per m2,Municipality,Province,APARTMENT,HOUSE
365000,2.0,185.0,HOUSE,3.0,1.0,2.0,6.0,3.0,0,0,21.915178571428573,5.0,28.0,4.0,274.0,TURNHOUT,ANTWERPEN,0,1
489000,4.0,140.0,HOUSE,2.0,1.0,2.0,3.0,0.0,0,1,21.915178571428573,0.0,36.465753424657535,2.0,434.0,SCHILDE,ANTWERPEN,0,1
279000,3.0,177.0,HOUSE,4.0,1.0,1.0,6.0,1.0,0,1,21.915178571428573,3.0,31.0,3.0,323.0,WILLEBROEK,ANTWERPEN,0,1
339000,3.0,205.54195804195805,HOUSE,2.0,1.0,1.0,4.0,1.0,0,0,21.915178571428573,3.0,29.0,1.0,781.0,BRASSCHAAT,ANTWERPEN,0,1
424000,2.0,180.0,HOUSE,3.0,1.0,2.0,6.0,3.0,0,1,14.0,3.0,36.465753424657535,5.0,174.0,EDEGEM,ANTWERPEN,0,1
510000,3.0,175.0,HOUSE,3.0,1.0,2.0,4.0,3.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,282.0,ANTWERPEN,ANTWERPEN,0,1
800000,2.0,223.0,HOUSE,3.0,1.0,4.0,8.0,1.0,0,0,21.915178571428573,4.0,36.465753424657535,5.0,371.8966233766234,ANTWERPEN,ANTWERPEN,0,1
280000,3.0,109.0,HOUSE,3.0,1.0,1.0,5.0,1.0,0,0,21.915178571428573,3.0,29.0,1.0,781.0,RAVELS,ANTWERPEN,0,1
321000,3.0,140.0,HOUSE,3.0,3.0,3.0,9.0,1.0,0,1,21.915178571428573,1.0,36.465753424657535,3.0,324.0,ANTWERPEN,ANTWERPEN,0,1
349000,2.0,142.0,HOUSE,4.0,1.0,1.0,6.0,3.0,0,1,37.0,5.0,36.465753424657535,5.0,167.0,LIER,ANTWERPEN,0,1
229000,2.0,101.0,HOUSE,3.0,1.0,1.0,5.0,2.0,0,1,21.915178571428573,1.0,36.465753424657535,1.0,857.0,MECHELEN,ANTWERPEN,0,1
255000,3.0,114.0,HOUSE,3.0,2.0,1.0,6.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,5.0,165.0,WILLEBROEK,ANTWERPEN,0,1
345000,3.0,148.0,HOUSE,3.0,1.0,2.0,6.0,3.0,0,0,21.915178571428573,3.0,36.465753424657535,5.0,172.0,DUFFEL,ANTWERPEN,0,1
499000,3.0,304.0,HOUSE,4.0,1.0,2.0,7.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,229.0,PUTTE,ANTWERPEN,0,1
449000,3.0,190.0,HOUSE,3.0,1.0,2.0,6.0,3.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,267.0,PUTTE,ANTWERPEN,0,1
725000,3.0,335.0,HOUSE,4.0,1.0,2.0,7.0,3.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,PUTTE,ANTWERPEN,0,1
248000,3.0,132.0,HOUSE,2.0,1.0,1.0,4.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,3.0,304.0,MECHELEN,ANTWERPEN,0,1
529000,3.0,230.0,HOUSE,3.0,2.0,2.0,7.0,1.0,0,1,21.915178571428573,3.0,50.0,4.0,371.8966233766234,HEIST-OP-DEN-BERG,ANTWERPEN,0,1
612000,3.0,261.0,HOUSE,4.0,1.0,2.0,7.0,1.0,0,1,21.915178571428573,3.0,52.0,4.0,371.8966233766234,HEIST-OP-DEN-BERG,ANTWERPEN,0,1
339000,4.0,185.0,HOUSE,3.0,1.0,1.0,5.0,1.0,0,1,21.915178571428573,1.0,36.465753424657535,1.0,612.0,HEIST-OP-DEN-BERG,ANTWERPEN,0,1
297000,3.0,135.0,HOUSE,3.0,1.0,1.0,5.0,1.0,0,1,35.0,3.0,36.465753424657535,2.0,431.0,DUFFEL,ANTWERPEN,0,1
297000,3.0,135.0,HOUSE,3.0,1.0,1.0,5.0,1.0,0,1,35.0,3.0,36.465753424657535,2.0,431.0,DUFFEL,ANTWERPEN,0,1
450000,2.0,176.0,HOUSE,5.0,1.0,2.0,8.0,1.0,0,1,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,OUD-TURNHOUT,ANTWERPEN,0,1
450000,2.0,175.0,HOUSE,5.0,1.0,2.0,8.0,1.0,0,1,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,OUD-TURNHOUT,ANTWERPEN,0,1
460000,2.0,182.0,HOUSE,5.0,1.0,2.0,8.0,1.0,0,1,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,OUD-TURNHOUT,ANTWERPEN,0,1
490000,2.0,197.0,HOUSE,5.0,1.0,2.0,8.0,1.0,0,1,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,OUD-TURNHOUT,ANTWERPEN,0,1
499000,2.0,200.0,HOUSE,5.0,1.0,2.0,8.0,1.0,0,1,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,OUD-TURNHOUT,ANTWERPEN,0,1
499000,2.0,203.0,HOUSE,5.0,1.0,2.0,8.0,1.0,0,1,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,OUD-TURNHOUT,ANTWERPEN,0,1
439000,2.0,215.0,HOUSE,5.0,1.0,2.0,8.0,3.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,ZOERSEL,ANTWERPEN,0,1
439000,2.0,215.0,HOUSE,5.0,1.0,2.0,8.0,3.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,ZOERSEL,ANTWERPEN,0,1
439000,2.0,215.0,HOUSE,5.0,1.0,2.0,8.0,3.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,ZOERSEL,ANTWERPEN,0,1
459000,3.0,223.0,HOUSE,5.0,1.0,2.0,5.0,3.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,ZOERSEL,ANTWERPEN,0,1
459000,3.0,223.0,HOUSE,5.0,1.0,2.0,5.0,3.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,371.8966233766234,ZOERSEL,ANTWERPEN,0,1
375000,4.0,201.0,HOUSE,3.0,1.0,2.0,4.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,4.0,291.0,LAAKDAL,ANTWERPEN,0,1
299000,2.0,220.0,HOUSE,4.0,1.0,2.0,5.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,3.0,365.0,GEEL,ANTWERPEN,0,1
375000,4.0,170.0,HOUSE,3.0,2.0,2.0,7.0,1.0,0,0,21.915178571428573,3.0,50.0,3.0,386.0,BEERSE,ANTWERPEN,0,1
770000,2.0,384.0,HOUSE,5.0,2.0,3.0,10.0,1.0,0,1,20.0,2.0,36.465753424657535,4.0,263.0,ANTWERPEN,ANTWERPEN,0,1
420000,4.0,153.0,HOUSE,3.0,1.0,1.0,5.0,1.0,0,0,21.915178571428573,1.0,36.465753424657535,1.0,549.0,HOVE,ANTWERPEN,0,1
339000,4.0,266.0,HOUSE,4.0,1.0,1.0,6.0,1.0,0,0,21.915178571428573,3.0,34.0,1.0,697.0,HERSELT,ANTWERPEN,0,1
330000,3.0,172.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,1,10.0,3.0,36.465753424657535,4.0,371.8966233766234,DESSEL,ANTWERPEN,0,1
345000,3.0,162.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,1,10.0,3.0,36.465753424657535,4.0,371.8966233766234,DESSEL,ANTWERPEN,0,1
485000,4.0,163.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,0,21.915178571428573,3.0,40.0,3.0,386.0,MECHELEN,ANTWERPEN,0,1
485000,4.0,183.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,1,12.0,3.0,36.0,1.0,522.0,BONHEIDEN,ANTWERPEN,0,1
249000,2.0,125.0,HOUSE,3.0,1.0,1.0,5.0,1.0,0,0,21.915178571428573,1.0,36.465753424657535,3.0,366.0,ANTWERPEN,ANTWERPEN,0,1
399000,3.0,205.54195804195805,HOUSE,3.0,1.0,2.0,4.0,1.0,0,0,21.915178571428573,1.0,31.0,1.0,525.0,EDEGEM,ANTWERPEN,0,1
355000,2.0,148.0,HOUSE,4.0,1.0,2.0,7.0,1.0,0,0,21.915178571428573,3.0,36.465753424657535,3.0,334.0,SCHOTEN,ANTWERPEN,0,1
690000,4.0,260.0,HOUSE,4.0,2.0,3.0,9.0,1.0,0,0,21.915178571428573,3.0,65.0,4.0,287.0,KALMTHOUT,ANTWERPEN,0,1
