,ID,Locality,Postal Code,Build Year,Facades,Habitable Surface,Land Surface,Type,Subtype,Price,Sale Type,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen,Kitchen Surface,Kitchen Type,Furnished,Openfire,Fireplace Count,Terrace,Terrace Surface,Terrace Orientation,Garden Exists,Garden Surface,Garden Orientation,Swimming Pool,State of Building,Living Surface,EPC,Consumption Per m2,Cadastral Income,Has starting Price,Transaction Subtype,Heating Type,Is Holiday Property,Gas Water Electricity,Sewer,Sea view,Parking count inside,Parking count outside,Parking box count,Municipality,Province
0,11149965,Waremme,4300,1974,3.0,115.0,,APARTMENT,APARTMENT,220000,NORMAL_SALE,3.0,1.0,2.0,6.0,False,10.0,,False,False,,True,,,False,,,False,GOOD,34.0,C,187.0,1194,False,BUY_REGULAR,FUELOIL,,,,,1.0,1.0,,WAREMME,LUIK
1,11149932,Wetteren,9230,2015,3.0,134.0,,APARTMENT,DUPLEX,339000,NORMAL_SALE,3.0,1.0,2.0,6.0,True,,INSTALLED,False,False,,True,,,True,180.0,,False,GOOD,30.0,B,113.0,0,False,BUY_REGULAR,GAS,,,,,,1.0,,WETTEREN,OOST-VLAANDEREN
2,11150061,Ixelles,1050,1958,2.0,134.0,,APARTMENT,APARTMENT,495000,NORMAL_SALE,2.0,1.0,2.0,5.0,True,8.0,INSTALLED,False,False,,True,12.0,,False,,,False,GOOD,40.0,D,202.0,0,False,BUY_REGULAR,GAS,,,,,,,,ELSENE,BRUSSEL
3,11153822,BERCHEM,2600,1968,2.0,90.0,,APARTMENT,APARTMENT,175000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,9.0,INSTALLED,False,False,,True,7.0,,False,,,,GOOD,37.0,B,124.0,986,,BUY_REGULAR,,,,,,,1.0,,ANTWERPEN,ANTWERPEN
4,11153121,Jette,1090,1965,2.0,80.0,,APARTMENT,APARTMENT,289000,NORMAL_SALE,3.0,1.0,1.0,5.0,True,9.0,INSTALLED,False,False,,True,2.0,,False,,,False,GOOD,30.0,G,383.0,1051,False,BUY_REGULAR,,,,,,,,,JETTE,BRUSSEL
5,11156330,Brasschaat,2930,1996,2.0,315.0,,APARTMENT,PENTHOUSE,995000,NORMAL_SALE,2.0,1.0,2.0,5.0,True,,HYPER_EQUIPPED,True,True,-1.0,True,40.0,,False,,,,AS_NEW,,B,192.0,2946,False,BUY_REGULAR,,,,,,2.0,,,BRASSCHAAT,ANTWERPEN
6,11139208,Anderlecht,1070,1966,2.0,76.0,,APARTMENT,APARTMENT,171717,NORMAL_SALE,2.0,1.0,1.0,4.0,True,,SEMI_EQUIPPED,False,False,,True,6.0,,False,,,False,TO_RENOVATE,36.0,F,326.0,1021,False,BUY_REGULAR,GAS,,,,,,,,ANDERLECHT,BRUSSEL
7,9887762,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,195500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
8,9887763,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,195500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
9,9887764,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,216500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
10,9887767,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,216500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
11,9887769,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,216500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
12,9887765,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,216500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
13,9887768,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,216500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
14,9887766,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,216500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
15,9887771,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,223500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
16,9887772,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,223500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
17,9887775,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,223500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
18,9887770,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,223500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
19,9887778,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,223500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
20,9887781,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
21,9887786,Brussels City,1000,,,24.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
22,9887779,Brussels City,1000,,,29.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
23,9887780,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
24,9887784,Brussels City,1000,,,23.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
25,9887782,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
26,9887783,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
27,9887785,Brussels City,1000,,,22.0,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
28,9887788,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,237500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
29,9887789,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,237500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
30,9887787,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,237500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
31,9887793,Brussels City,1000,,,25.0,,APARTMENT,APARTMENT,244500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
32,9887791,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,244500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
33,9887792,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,244500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
34,9887794,Brussels City,1000,,,31.0,,APARTMENT,APARTMENT,255000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
35,9887795,Brussels City,1000,,,26.0,,APARTMENT,APARTMENT,265500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
36,9887796,Brussels City,1000,,,29.0,,APARTMENT,APARTMENT,265500,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,,BRUSSEL,BRUSSEL
37,10623889,Woluwe-St-Pierre,1831,,,50.0,,APARTMENT,FLAT_STUDIO,210000,NORMAL_SALE,0.0,,,,False,,,False,False,,False,,,False,,,,,,A,20.0,0,False,BUY_REGULAR,SOLAR,,,,,,,,MACHELEN,VLAAMS-BRABANT
38,10623856,Diegem,1831,,,67.0,,APARTMENT,APARTMENT,270000,NORMAL_SALE,1.0,,,1.0,False,,,False,False,,False,,,False,,,,,,A,20.0,0,False,BUY_REGULAR,SOLAR,,,,,,,,MACHELEN,VLAAMS-BRABANT
39,10623863,Diegem,1831,,,90.0,,APARTMENT,APARTMENT,329000,NORMAL_SALE,2.0,,,2.0,False,,,False,False,,False,,,False,,,,,,A,20.0,0,False,BUY_REGULAR,SOLAR,,,,,,,,MACHELEN,VLAAMS-BRABANT
40,10623871,Diegem,1831,,,110.0,,APARTMENT,APARTMENT,359000,NORMAL_SALE,3.0,,,3.0,False,,,False,False,,False,,,False,,,,,,A,20.0,0,False,BUY_REGULAR,SOLAR,,,,,,,,MACHELEN,VLAAMS-BRABANT
41,11137641,Mortsel,2640,1963,,83.0,,APARTMENT,APARTMENT,249000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,True,-1.0,True,2.0,,False,,,,GOOD,41.0,B,188.0,699,False,BUY_REGULAR,GAS,,,,,,,,MORTSEL,ANTWERPEN
42,11139941,Deinze,9800,1968,,170.0,,APARTMENT,APARTMENT,249000,NORMAL_SALE,4.0,1.0,1.0,6.0,True,9.0,INSTALLED,False,False,,True,74.0,,False,,,,TO_BE_DONE_UP,55.0,B,118.0,808,False,BUY_REGULAR,GAS,,,,,,,,DEINZE,OOST-VLAANDEREN
43,11137668,Schaerbeek,1030,2015,2.0,65.0,,APARTMENT,DUPLEX,250000,NORMAL_SALE,1.0,1.0,2.0,4.0,True,,USA_HYPER_EQUIPPED,False,False,,False,,,False,,,False,AS_NEW,31.0,C,149.0,789,False,BUY_REGULAR,GAS,,,,,,,,SCHAARBEEK,BRUSSEL
44,11138237,Braine-l'Alleud,1420,2005,2.0,88.0,,APARTMENT,APARTMENT,255000,NORMAL_SALE,2.0,2.0,2.0,6.0,True,,INSTALLED,False,False,,True,6.0,,False,,,False,GOOD,36.0,C,233.0,1255,False,BUY_REGULAR,ELECTRIC,,,,,,,,BRAINE-L'ALLEUD,WAALS-BRABANT
45,11138324,Evere,1140,2025,3.0,55.0,,APARTMENT,FLAT_STUDIO,259000,NORMAL_SALE,1.0,1.0,,2.0,False,,,False,False,,True,7.0,,False,,,,,,B,46.0,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
46,11138330,Evere,1140,2025,3.0,55.0,,APARTMENT,FLAT_STUDIO,269000,NORMAL_SALE,1.0,1.0,,2.0,True,,USA_HYPER_EQUIPPED,False,False,,True,7.0,,False,,,False,,,B,47.45,0,False,BUY_REGULAR,,,,,,,,,EVERE,BRUSSEL
47,11138325,Evere,1140,2025,3.0,85.0,,APARTMENT,APARTMENT,399000,NORMAL_SALE,2.0,1.0,,3.0,False,,,False,False,,True,6.0,,False,,,,,,A,31.14,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
48,11138327,Evere,1140,2025,3.0,116.0,,APARTMENT,APARTMENT,459000,NORMAL_SALE,3.0,2.0,,5.0,False,,,False,False,,True,6.0,,False,,,,,,A,29.67,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
49,11138326,Evere,1140,2025,3.0,115.0,,APARTMENT,APARTMENT,469000,NORMAL_SALE,3.0,2.0,,5.0,False,,,False,False,,True,6.0,,False,,,,,,A,34.52,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
50,11138328,Evere,1140,2025,3.0,108.0,,APARTMENT,PENTHOUSE,489000,NORMAL_SALE,3.0,2.0,,5.0,False,,,False,False,,True,14.0,,False,,,,,,A,43.16,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
51,11138329,Evere,1140,2025,3.0,127.0,,APARTMENT,PENTHOUSE,529000,NORMAL_SALE,3.0,2.0,,5.0,False,,,False,False,,True,16.0,,False,,,,,,B,50.92,0,False,BUY_REGULAR,,,,,,1.0,,,EVERE,BRUSSEL
52,10982625,Woluwe-St-Lambert,1200,,,43.0,,APARTMENT,FLAT_STUDIO,265000,NORMAL_SALE,0.0,,,,False,,,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
53,10982635,Woluwe-St-Pierre,1200,,,71.0,,APARTMENT,APARTMENT,365000,NORMAL_SALE,1.0,,,1.0,False,,,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
54,10982637,Woluwe-St-Pierre,1200,,,110.0,,APARTMENT,APARTMENT,490000,NORMAL_SALE,2.0,,,2.0,False,,,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
55,10982642,Woluwe-St-Pierre,1200,,,126.0,,APARTMENT,APARTMENT,635000,NORMAL_SALE,3.0,,,3.0,False,,,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
56,10982663,Woluwe-St-Pierre,1200,,,152.0,,APARTMENT,APARTMENT,845000,NORMAL_SALE,4.0,,,4.0,False,,,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,SINT-LAMBRECHTS-WOLUWE,BRUSSEL
57,11139540,Herenthout,2270,2022,3.0,82.0,,APARTMENT,APARTMENT,265000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,True,-1.0,True,13.0,,False,,,,,42.0,,,0,False,BUY_REGULAR,,,,,,,,,HERENTHOUT,ANTWERPEN
58,11139552,Herenthout,2270,2022,3.0,82.0,,APARTMENT,APARTMENT,269000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,INSTALLED,False,True,-1.0,True,8.0,,False,,,,,35.0,,,0,False,BUY_REGULAR,,,,,,,,,HERENTHOUT,ANTWERPEN
59,11139555,Herenthout,2270,2022,3.0,94.0,,APARTMENT,APARTMENT,299000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,,INSTALLED,False,True,-1.0,True,13.0,,False,,,,,29.0,,,0,False,BUY_REGULAR,,,,,,,,,HERENTHOUT,ANTWERPEN
60,11139539,Herenthout,2270,2022,3.0,95.0,,APARTMENT,GROUND_FLOOR,308000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,,INSTALLED,False,True,-1.0,True,19.0,,True,53.0,NORTH,,,31.0,,,0,False,BUY_REGULAR,,,,,,,,,HERENTHOUT,ANTWERPEN
61,11137859,Deinze,9800,2022,2.0,61.0,,APARTMENT,APARTMENT,270000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,8.0,HYPER_EQUIPPED,False,False,,True,10.0,,False,,,False,AS_NEW,,A,1.0,1,False,BUY_REGULAR,,,,,,10.0,101.0,,DEINZE,OOST-VLAANDEREN
62,11137863,Deinze,9800,2024,2.0,95.0,,APARTMENT,APARTMENT,325000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,7.0,HYPER_EQUIPPED,False,False,,True,16.0,,False,,,False,AS_NEW,27.0,A,1.0,0,False,BUY_REGULAR,,,,,,,,,DEINZE,OOST-VLAANDEREN
63,11137861,Deinze,9800,2024,2.0,96.0,,APARTMENT,APARTMENT,375000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,6.0,HYPER_EQUIPPED,False,False,,True,15.0,,False,,,False,AS_NEW,24.0,A,1.0,0,False,BUY_REGULAR,,,,,,,,,DEINZE,OOST-VLAANDEREN
64,11137857,Deinze,9800,2022,2.0,82.0,,APARTMENT,PENTHOUSE,375000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,8.0,HYPER_EQUIPPED,False,False,,True,28.0,,False,,,False,AS_NEW,20.0,A,1.0,1,False,BUY_REGULAR,,,,,,,101.0,,DEINZE,OOST-VLAANDEREN
65,11137860,Deinze,9800,2022,2.0,99.0,,APARTMENT,APARTMENT,395000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,,HYPER_EQUIPPED,False,False,,True,12.0,,False,,,False,AS_NEW,34.0,A,1.0,1,False,BUY_REGULAR,,,,,,,101.0,,DEINZE,OOST-VLAANDEREN
66,11137858,Deinze,9800,2022,2.0,85.0,,APARTMENT,PENTHOUSE,400000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,9.0,HYPER_EQUIPPED,False,False,,True,28.0,,False,,,False,AS_NEW,22.0,A,1.0,1,False,BUY_REGULAR,,,,,,,101.0,,DEINZE,OOST-VLAANDEREN
67,11137862,Deinze,9800,2024,2.0,82.0,,APARTMENT,APARTMENT,420000,NORMAL_SALE,2.0,1.0,1.0,4.0,True,6.0,HYPER_EQUIPPED,False,False,,True,29.0,,False,,,False,AS_NEW,24.0,A,1.0,0,False,BUY_REGULAR,,,,,,,,,DEINZE,OOST-VLAANDEREN
68,11139803,BLANKENBERGE,8370,,,84.0,,APARTMENT,APARTMENT,275000,NORMAL_SALE,2.0,1.0,,3.0,True,,INSTALLED,False,False,,True,18.0,,False,,,,,,,,0,,BUY_REGULAR,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
69,11139800,BLANKENBERGE,8370,,,82.0,,APARTMENT,APARTMENT,335000,NORMAL_SALE,2.0,1.0,,3.0,True,,INSTALLED,False,False,,True,8.0,,False,,,,,,,,0,,BUY_REGULAR,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
70,11139811,BLANKENBERGE,8370,,,91.0,,APARTMENT,APARTMENT,422500,NORMAL_SALE,2.0,1.0,,3.0,True,,INSTALLED,False,False,,True,9.0,,False,,,,,,,,0,,BUY_REGULAR,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
71,11139817,BLANKENBERGE,8370,,,144.0,,APARTMENT,APARTMENT,795000,NORMAL_SALE,3.0,2.0,,5.0,True,,INSTALLED,False,False,,True,38.0,,False,,,,,,,,0,,BUY_REGULAR,,,,,,,,,BLANKENBERGE,WEST-VLAANDEREN
72,11137664,Wavre,1300,,2.0,82.0,,APARTMENT,APARTMENT,298000,NORMAL_SALE,1.0,1.0,1.0,3.0,True,,USA_HYPER_EQUIPPED,False,False,,True,10.0,,False,,,False,AS_NEW,40.0,B,93.0,0,False,BUY_REGULAR,GAS,,,,,,12.0,,WAVRE,WAALS-BRABANT
73,11139613,Bruxelles,1000,,3.0,82.0,,APARTMENT,GROUND_FLOOR,308000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,6.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
74,11139614,Bruxelles,1000,,3.0,82.0,,APARTMENT,GROUND_FLOOR,308000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,6.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
75,11139612,Bruxelles,1000,,3.0,81.0,,APARTMENT,APARTMENT,321000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,6.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
76,11139616,Bruxelles,1000,,3.0,81.0,,APARTMENT,APARTMENT,321000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,6.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
77,11139618,Bruxelles,1000,,3.0,81.0,,APARTMENT,PENTHOUSE,326000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,6.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
78,11139615,Bruxelles,1000,,3.0,100.0,,APARTMENT,GROUND_FLOOR,354000,NORMAL_SALE,2.0,1.0,,3.0,True,,USA_INSTALLED,False,False,,True,10.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
79,11139653,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,325000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
80,11139654,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,330000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
81,11139665,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,335000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
82,11139664,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,337000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
83,11139659,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,339000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
84,11139657,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,343000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
85,11139670,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,347000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
86,11139662,Bruxelles,1000,,4.0,96.0,,APARTMENT,APARTMENT,349000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
87,11139658,Bruxelles,1000,,4.0,92.0,,APARTMENT,APARTMENT,351000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
88,11139655,Bruxelles,1000,,4.0,96.0,,APARTMENT,APARTMENT,354000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
89,11139656,Bruxelles,1000,,4.0,99.0,,APARTMENT,GROUND_FLOOR,364000,NORMAL_SALE,2.0,2.0,,4.0,True,,HYPER_EQUIPPED,False,False,,True,12.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
90,11139667,Bruxelles,1000,,4.0,99.0,,APARTMENT,GROUND_FLOOR,365000,NORMAL_SALE,2.0,2.0,,4.0,True,,HYPER_EQUIPPED,False,False,,True,12.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
91,11139663,Bruxelles,1000,,4.0,96.0,,APARTMENT,APARTMENT,370000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
92,11139660,Bruxelles,1000,,4.0,103.0,,APARTMENT,GROUND_FLOOR,375000,NORMAL_SALE,2.0,2.0,,4.0,True,,HYPER_EQUIPPED,False,False,,True,13.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
93,11139666,Bruxelles,1000,,4.0,111.0,,APARTMENT,GROUND_FLOOR,380000,NORMAL_SALE,3.0,2.0,,5.0,True,,HYPER_EQUIPPED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
94,11139669,Bruxelles,1000,,4.0,96.0,,APARTMENT,PENTHOUSE,380000,NORMAL_SALE,2.0,1.0,,3.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
95,11139668,Bruxelles,1000,,4.0,110.0,,APARTMENT,GROUND_FLOOR,386000,NORMAL_SALE,3.0,2.0,,5.0,True,,HYPER_EQUIPPED,False,False,,True,7.0,,False,,,,,,,,0,False,BUY_REGULAR,,,,,,,,,BRUSSEL,BRUSSEL
