Price,Facades,Habitable Surface,Type,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Type,Furnished,Terrace,Terrace Surface,State of Building,Living Surface,EPC,Consumption Per m2,Municipality,Province,APARTMENT,HOUSE
205000,2.0,65.0,APARTMENT,1.0,1.0,1.0,3.0,3.0,0,1,5.0,3.0,27.0,5.0,168.0,WILLEBROEK,ANTWERPEN,1,0
229000,2.0,75.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,6.0,3.0,35.20338983050848,4.0,205.0,ANTWERPEN,ANTWERPEN,1,0
232900,2.0,77.0,APARTMENT,2.0,1.0,1.0,4.0,1.0,0,1,14.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
408900,2.0,121.0,APARTMENT,3.0,1.0,1.0,5.0,1.0,0,1,46.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
407900,2.0,114.0,APARTMENT,3.0,1.0,1.0,5.0,1.0,0,1,61.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
232900,2.0,65.0,APARTMENT,1.0,1.0,1.0,3.0,1.0,0,1,17.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
399900,2.0,114.0,APARTMENT,3.0,1.0,1.0,5.0,1.0,0,1,61.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
309900,2.0,92.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,20.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
296900,2.0,90.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,20.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
291900,2.0,92.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,20.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
303900,2.0,93.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,20.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
292900,2.0,90.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,20.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
281900,2.0,90.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,20.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
268000,2.0,55.0,APARTMENT,1.0,1.0,1.0,3.0,1.0,0,1,4.0,3.0,35.20338983050848,5.0,194.0,ANTWERPEN,ANTWERPEN,1,0
269000,3.0,96.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,5.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
285000,3.0,109.0,APARTMENT,1.0,1.0,1.0,2.0,1.0,0,1,3.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
355000,3.0,131.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,0,17.79706877113867,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
549000,3.0,209.0,APARTMENT,4.0,2.0,1.0,6.0,1.0,0,1,18.0,3.0,35.20338983050848,5.0,196.69760259179267,TURNHOUT,ANTWERPEN,1,0
364000,3.0,180.0,APARTMENT,2.0,1.0,2.0,5.0,3.0,0,1,12.0,5.0,35.20338983050848,6.0,85.0,LILLE,ANTWERPEN,1,0
209000,2.0,80.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,2.0,2.0,35.20338983050848,2.0,442.0,WIJNEGEM,ANTWERPEN,1,0
229000,2.0,80.0,APARTMENT,2.0,1.0,1.0,3.0,1.0,0,1,2.0,3.0,35.20338983050848,5.0,183.0,WIJNEGEM,ANTWERPEN,1,0
249000,2.0,75.0,APARTMENT,1.0,1.0,1.0,2.0,1.0,0,1,17.79706877113867,2.0,35.20338983050848,3.0,302.0,WIJNEGEM,ANTWERPEN,1,0
197000,2.0,86.0,APARTMENT,2.0,1.0,2.0,5.0,1.0,0,1,17.79706877113867,3.0,36.0,4.0,256.0,TURNHOUT,ANTWERPEN,1,0
625000,3.0,406.0,APARTMENT,6.0,1.0,1.0,6.0,1.0,0,0,17.79706877113867,3.0,35.20338983050848,5.0,196.69760259179267,HERENTALS,ANTWERPEN,1,0
289000,3.0,77.0,APARTMENT,1.0,1.0,1.0,2.0,1.0,0,1,10.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
292000,3.0,73.0,APARTMENT,1.0,1.0,1.0,2.0,1.0,0,1,42.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
295000,3.0,78.0,APARTMENT,1.0,1.0,1.0,2.0,1.0,0,1,24.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
297000,3.0,81.0,APARTMENT,1.0,1.0,1.0,2.0,1.0,0,1,24.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
300000,3.0,78.0,APARTMENT,1.0,1.0,1.0,2.0,1.0,0,1,11.0,3.0,35.20338983050848,5.0,196.69760259179267,VOSSELAAR,ANTWERPEN,1,0
